,Trail_name,Difficulty,Average_rating,number_of_reviews,Length (in km),Tags,Est_time,latitude,longitude,current_temperature,current_windspeed,current_winddirection,current_weather_code,City,State,Country,Best_Season,tags_list
319,Chawand Fort,Moderate,4.6,4,1.6,"hiking, walking, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,19.2094471,73.8771937,23.5,8.4,280.0,3.0,Junnar,Maharashtra,India,October - February,"['rocky', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
320,Hatkeshwar - Lenyadri Trail,Hard,4.7,3,15.6,"camping, hiking, backpacking, cave, forest, views, wildflowers, wildlife, historic site, scramble",238.80727808062974,19.2094471,73.8771937,24.4,7.2,232.56410256410257,3.0,Junnar,Maharashtra,India,October - February,"['wildlife', 'scramble', 'forest', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'cave', 'views']"
321,Darwa Pass via Dodital,Hard,5.0,3,34.0,"camping, bird watching, hiking, backpacking, forest, lake, river, views, waterfall, wildflowers, wildlife, historic site, scramble, rocky, snow",238.80727808062974,30.9635733,78.6362521,24.4,7.2,232.56410256410257,3.0,Uttarkashi,Uttarakhand,India,"March - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
322,Darya Ghat Loop,Hard,5.0,3,6.6,"hiking, walking, forest, river, views, wildflowers, wildlife, rocky, muddy",238.80727808062974,19.2094471,73.8771937,23.5,8.4,280.0,3.0,Junnar,Maharashtra,India,October - February,"['rocky', 'forest', 'muddy', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river']"
323,Sudhagad Trail,Hard,5.0,2,6.1,"camping, bird watching, hiking, backpacking, forest, lake, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,18.5403863,73.3206308,24.8,5.9,169.0,3.0,Sudhagad,Maharashtra,India,October - February,"['bird watching', 'rocky', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'wildlife', 'views']"
324,Paradise Beach - Half Moon Beach Loop,Moderate,5.0,1,6.1,"bird watching, hiking, walking, beach, forest, views, wildflowers, wildlife",238.80727808062974,14.5439629,74.3184418,24.4,7.2,232.56410256410257,3.0,Gokarna,Karnataka,India,October - February,"['bird watching', 'beach', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
325,Dhamod Ride,Easy,4.2,4,8.9,"hiking, mountain biking, running, walking, partially paved, views",238.80727808062974,21.1338291,73.1053896,26.7,9.0,209.0,3.0,Bardoli,Gujarat,India,All Year,"['running', 'partially paved', 'walking', 'hiking', 'views', 'mountain biking']"
326,Ellora Caves,Moderate,4.0,2,6.4,"walking, kid friendly, cave, river, views, waterfall, historic site",238.80727808062974,20.0901583,75.2158384,24.8,11.2,268.0,3.0,Khuldabad,Maharashtra,India,October - February,"['kid friendly', 'walking', 'historic site', 'cave', 'views', 'river', 'waterfall']"
327,Gommateshwara Statue Hike,Moderate,5.0,3,1.1,"bird watching, hiking, walking, kid friendly, wildflowers, historic site, no shade",238.80727808062974,12.858127,76.4870114,23.2,19.0,260.0,3.0,Shravanabelagola,Karnataka,India,October - February,"['bird watching', 'no shade', 'kid friendly', 'walking', 'hiking', 'wildflowers', 'historic site']"
328,Duke's Nose Trail,Moderate,5.0,1,9.7,"camping, bird watching, hiking, rock climbing, backpacking, forest, lake, views, wildflowers, wildlife, scramble, rocky",238.80727808062974,18.7618607,73.4038888,24.4,7.2,232.56410256410257,3.0,Lonavla,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'forest', 'lake', 'hiking', 'wildflowers', 'camping', 'rock climbing', 'backpacking', 'wildlife', 'views']"
329,Avalanche Reservoir Trail,Moderate,4.4,2,9.2,"camping, bird watching, fishing, hiking, mountain biking, off-road driving, road biking, backpacking, paved, forest, lake, views, waterfall, wildflowers, wildlife, rocky",238.80727808062974,11.2782862,76.6111983,25.5,1.6,207.0,2.0,Kundah,Tamil Nadu,India,November - February,"['bird watching', 'rocky', 'paved', 'forest', 'off-road driving', 'hiking', 'road biking', 'lake', 'camping', 'wildflowers', 'backpacking', 'wildlife', 'views', 'mountain biking', 'fishing', 'waterfall']"
330,Ramsej Fort,Moderate,5.0,5,3.2,"hiking, walking, views, wildlife, historic site, rocky, no shade",238.80727808062974,20.0305786,74.1476409,25.5,13.2,259.0,2.0,Dindori,Maharashtra,India,October - February,"['no shade', 'rocky', 'walking', 'hiking', 'historic site', 'wildlife', 'views']"
331,Narasimhaparvatha (Kigga),Hard,5.0,2,8.4,"hiking, walking, forest, views, wildflowers, wildlife",238.80727808062974,14.7221214,75.0621168,23.9,10.9,253.0,3.0,Shringeri,Karnataka,India,October - February,"['forest', 'walking', 'wildflowers', 'hiking', 'wildlife', 'views']"
332,Kailasgad Fort Trail,Moderate,4.3,2,4.3,"hiking, forest, lake, views, wildflowers, historic site, rocky",238.80727808062974,18.5134117,73.5668846,24.4,5.4,176.0,80.0,Mulshi,Maharashtra,India,October - February,"['rocky', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'views']"
333,Kavlya Gad,Moderate,5.0,3,2.7,"hiking, walking, views, wildflowers, wildlife, historic site, rocky, no shade",238.80727808062974,18.2127606,73.8163663,23.8,9.1,263.0,3.0,Bhor,Maharashtra,India,October - February,"['no shade', 'rocky', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
334,CP Inner Circle - Outer Circle Loop,Easy,4.9,9,2.7,"walking, paved, views, city walk, pub walk",238.80727808062974,28.6430858,77.2192671,27.9,4.1,165.0,80.0,New Delhi,Delhi,India,All Year,"['paved', 'pub walk', 'walking', 'city walk', 'views']"
335,Chinnappanahalli Lake Trail,Moderate,4.6,2,1.3,"bird watching, hiking, running, walking, lake, views",238.80727808062974,12.9881567,77.6226,22.6,15.1,258.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'running', 'walking', 'lake', 'hiking', 'views']"
336,Thatharana Trek,Hard,5.0,1,9.3,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, rocky",238.80727808062974,32.2052511,76.3250598,26.4,3.1,249.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
337,Joggers Park,Easy,4.0,1,0.5,"bird watching, hiking, running, walking, kid friendly, partially paved, beach, views, city walk",238.80727808062974,19.054999,72.8692035,24.4,7.2,232.56410256410257,3.0,Mumbai,Maharashtra,India,October - February,"['bird watching', 'kid friendly', 'beach', 'running', 'partially paved', 'walking', 'hiking', 'city walk', 'views']"
338,Arulmigu Sri Sendraya Perumal,Moderate,3.3,28,1.6,"bird watching, hiking, walking, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,11.6469616,78.2106958,25.5,9.8,253.0,2.0,Salem,Tamil Nadu,India,November - February,"['bird watching', 'rocky', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
339,Mudiganahalli Trail,Moderate,4.5,3,4.5,"bird watching, hiking, walking, views, wildflowers, wildlife, scramble",238.80727808062974,13.0993764,77.388729,22.2,18.9,257.0,3.0,Chikkaballapur,Karnataka,India,October - February,"['bird watching', 'scramble', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
340,Ganshibal - Tulian Lake Trek,Hard,5.0,2,17.5,"camping, bird watching, hiking, snowshoeing, backpacking, forest, lake, river, views, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,34.0144858,75.3285164,24.4,7.2,232.56410256410257,3.0,Pahalgam,Jammu and Kashmir,India,May - October,"['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'snowshoeing', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river']"
341,Devarabisanahalli Lake,Easy,4.6,3,1.0,"bird watching, fishing, hiking, running, walking, dog friendly, kid friendly, partially paved, lake, views, wildflowers, wildlife, city walk, muddy",238.80727808062974,12.9881567,77.6226,22.6,15.1,258.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'kid friendly', 'running', 'muddy', 'partially paved', 'walking', 'dog friendly', 'hiking', 'lake', 'wildflowers', 'city walk', 'wildlife', 'views', 'fishing']"
342,Tolivia Beach - Sea Caves Hike,Moderate,5.0,2,3.7,"bird watching, hiking, walking, beach, cave, forest, views, scramble",238.80727808062974,15.0069072,74.0570639,27.2,11.9,270.0,95.0,Canacona,Goa,India,November - February,"['bird watching', 'scramble', 'beach', 'forest', 'walking', 'hiking', 'cave', 'views']"
343,Rudradhari Falls,Moderate,4.8,3,2.3,"hiking, walking, cave, forest, river, views, waterfall, wildflowers, wildlife, historic site, scramble",238.80727808062974,29.9309489,79.620583,21.7,2.7,113.0,3.0,Garud,Uttarakhand,India,"March - June, September - November","['wildlife', 'scramble', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'cave', 'views', 'river', 'waterfall']"
344,Ajinkyatara Fort Trail,Moderate,5.0,4,4.7,"hiking, mountain biking, road biking, walking, views, historic site",238.80727808062974,17.6361288,74.2982781,23.5,11.8,243.0,3.0,Satara,Maharashtra,India,October - February,"['walking', 'hiking', 'road biking', 'historic site', 'views', 'mountain biking']"
345,Jangali Jayagad Trail,Hard,5.0,2,5.5,"bird watching, hiking, forest, views, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,17.5253407,73.5155673,24.4,7.2,232.56410256410257,3.0,Chiplun,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'forest', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
346,Kasar Devi Temple,Moderate,4.4,2,1.8,"bird watching, hiking, walking, kid friendly, partially paved, views, historic site, city walk",238.80727808062974,29.7026509,79.4326318,24.2,0.8,153.0,3.0,Almora,Uttarakhand,India,"March - June, September - November","['bird watching', 'kid friendly', 'partially paved', 'walking', 'hiking', 'historic site', 'city walk', 'views']"
347,Huliyurdurga,Moderate,4.6,3,0.8,"bird watching, hiking, walking, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,13.5215422,77.2358911,23.1,16.5,259.0,3.0,Koratagere,Karnataka,India,October - February,"['bird watching', 'scramble', 'rocky', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife']"
348,Sanas Nagar via Khandoba Madir Trek,Moderate,3.3,15,12.6,"bird watching, hiking, walking, forest, lake, views, wildflowers, wildlife",238.80727808062974,18.5213738,73.8545071,25.5,9.5,261.0,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'wildlife', 'views']"
349,Naini Lake Trail,Easy,5.0,1,3.2,"bird watching, mountain biking, running, walking, paddle sports, paved, lake, views",238.80727808062974,29.3905295,79.460869,24.4,7.2,232.56410256410257,3.0,Nainital,Uttarakhand,India,"March - June, September - November","['bird watching', 'paved', 'running', 'paddle sports', 'walking', 'lake', 'views', 'mountain biking']"
350,Billing - Chhina Pass Trail,Hard,5.0,2,13.0,"camping, bird watching, hiking, backpacking, forest, river, views, waterfall, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,32.053021,76.672197,24.4,2.5,225.0,3.0,Baijnath,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
351,Panchkula - Tipra Trail,Moderate,4.7,3,33.0,"scenic driving, bike touring, paved, lake, river, views",238.80727808062974,30.6975401,76.8551066,27.6,5.4,188.0,80.0,Panchkula,Haryana,India,All Year,"['scenic driving', 'paved', 'bike touring', 'lake', 'views', 'river']"
352,Dharamkot - Raeel Trail,Hard,4.4,3,24.8,"camping, bird watching, hiking, backpacking, forest, river, views, waterfall, wildflowers, wildlife, scramble, rocky",238.80727808062974,32.2052511,76.3250598,26.4,3.1,249.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'forest', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
353,Maruthuva Malai Hike,Moderate,4.4,3,2.1,"bird watching, hiking, walking, partially paved, forest, views, wildflowers, wildlife, rocky",238.80727808062974,8.079252,77.5499338,28.7,25.6,299.0,1.0,Kanyakumari,Tamil Nadu,India,November - February,"['bird watching', 'rocky', 'forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
354,St. Thomas Mount Walk,Easy,4.4,2,1.4,"hiking, walking, partially paved, views, wildflowers, historic site",238.80727808062974,13.0836939,80.270186,30.3,12.2,268.0,3.0,Chennai,Tamil Nadu,India,November - February,"['partially paved', 'walking', 'wildflowers', 'hiking', 'historic site', 'views']"
355,Birni Devi Trek,Hard,5.0,2,5.1,"bird watching, hiking, forest, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,32.1095492,76.5359534,26.0,3.1,249.0,3.0,Palampur,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'rocky', 'forest', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
356,Harishchandragad - Rajmarg Trail,Hard,5.0,1,10.5,"bird watching, hiking, walking, cave, forest, views, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,19.2094471,73.8771937,23.5,8.4,280.0,3.0,Junnar,Maharashtra,India,October - February,"['bird watching', 'wildlife', 'scramble', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'cave', 'views']"
357,Ramadara Hill Trail,Moderate,4.6,3,9.3,"hiking, running, walking, views, wildflowers, wildlife, historic site, scramble",238.80727808062974,18.3444347,74.0295234,23.3,10.8,249.0,3.0,Saswad,Maharashtra,India,October - February,"['scramble', 'running', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
358,Leh - Pangong Tso Lake Trail,Hard,4.0,2,341.7,"camping, bird watching, mountain biking, off-road driving, scenic driving, backpacking, paved, forest, lake, river, views, waterfall, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,33.352126,78.2473789,6.3,5.7,198.0,2.0,Leh,Ladakh,India,All Year,"['bird watching', 'scenic driving', 'scramble', 'paved', 'rocky', 'snow', 'forest', 'river', 'off-road driving', 'lake', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'mountain biking', 'waterfall']"
359,Shore Temple - Beach,Easy,4.0,2,2.7,"bird watching, hiking, walking, kid friendly, partially paved, beach, views, historic site",238.80727808062974,12.5744549,80.0748338,31.2,7.7,281.0,3.0,Tirukalukundram,Tamil Nadu,India,November - February,"['bird watching', 'kid friendly', 'beach', 'partially paved', 'walking', 'hiking', 'historic site', 'views']"
360,Vihar Lake Loop,Moderate,3.3,4,10.9,"hiking, mountain biking, road biking, walking, lake, views",238.80727808062974,19.1943294,72.9701779,26.8,6.1,208.0,80.0,Thane,Maharashtra,India,October - February,"['walking', 'lake', 'hiking', 'road biking', 'views', 'mountain biking']"
361,Sinquerim Fort View Point Trail,Moderate,4.3,3,3.2,"bird watching, hiking, walking, partially paved, beach, cave, views, waterfall, wildflowers, wildlife, historic site",238.80727808062974,15.5926511,73.8119741,27.0,16.0,261.0,95.0,Mapusa,Goa,India,November - February,"['bird watching', 'wildlife', 'beach', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'cave', 'views', 'waterfall']"
362,Churdhar Trek,Hard,3.8,3,10.3,"bird watching, hiking, snowshoeing, walking, forest, river, views, wildflowers, wildlife, historic site, scramble, snow",238.80727808062974,30.970458,77.5256301,19.9,4.6,225.0,3.0,Chaupal,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'snow', 'forest', 'snowshoeing', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river']"
363,Bhimashankar Temple - Shidi Ghat Trail,Hard,5.0,1,10.0,"bird watching, hiking, partially paved, forest, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,19.0316935,73.9500301,23.9,11.3,253.0,3.0,Ambegaon,Maharashtra,India,October - February,"['bird watching', 'rocky', 'forest', 'partially paved', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
364,Karkarduma Cycling Loop,Easy,4.2,8,7.7,"road biking, paved, city walk, no shade",238.80727808062974,28.6430858,77.2192671,27.9,4.1,165.0,80.0,New Delhi,Delhi,India,All Year,"['city walk', 'road biking', 'no shade', 'paved']"
365,Dzukou Valley Trail,Hard,5.0,2,13.2,"camping, bird watching, hiking, backpacking, forest, river, views, waterfall, wildflowers, wildlife, scramble, rocky",238.80727808062974,25.5896128,94.0952004,20.5,6.0,295.0,2.0,Jakhama,Nagaland,India,All Year,"['bird watching', 'scramble', 'rocky', 'forest', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
366,Ambajidurga Fort (Anjaneyaswamy Temple) Trek,Moderate,4.0,3,6.9,"bird watching, hiking, running, walking, forest, views, wildflowers, historic site, muddy",238.80727808062974,13.3986587,78.0533058,23.2,20.3,263.0,3.0,Chintamani,Karnataka,India,October - February,"['bird watching', 'forest', 'running', 'muddy', 'walking', 'hiking', 'wildflowers', 'historic site', 'views']"
367,Harsh Gaon Road Trail,Moderate,4.7,9,2.3,"hiking, walking, views, wildflowers, wildlife",238.80727808062974,27.6625058,75.0279905,27.0,8.0,198.0,80.0,Sikar,Rajasthan,India,All Year,"['walking', 'wildflowers', 'hiking', 'wildlife', 'views']"
369,Tada Falls,Moderate,4.0,1,14.5,"camping, bird watching, hiking, walking, backpacking, cave, forest, river, views, waterfall, wildflowers, wildlife",238.80727808062974,13.5824997,79.9269651,31.6,11.6,277.0,3.0,Varadaiahpalem,Andhra Pradesh,India,All Year,"['bird watching', 'wildlife', 'forest', 'walking', 'hiking', 'wildflowers', 'camping', 'backpacking', 'cave', 'views', 'river', 'waterfall']"
370,Deo Tibba,Hard,4.8,3,57.5,"camping, bird watching, hiking, snowshoeing, walking, backpacking, forest, lake, river, views, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,32.2454608,77.1872926,24.4,7.2,232.56410256410257,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'snowshoeing', 'walking', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river']"
371,Khanahr Peak,Moderate,4.0,6,1.8,"bird watching, hiking, walking, forest, views, wildflowers, wildlife",238.80727808062974,31.6516617,77.0092542,23.8,2.2,261.0,80.0,Mandi,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
372,Yelahanka Trail,Moderate,4.0,5,5.0,"bird watching, mountain biking, off-road driving, scenic driving, paved, lake, views",238.80727808062974,12.9881567,77.6226,22.6,15.1,258.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'scenic driving', 'paved', 'off-road driving', 'lake', 'views', 'mountain biking']"
373,Chawand Fort,Moderate,4.6,4,1.6,"hiking, walking, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,19.2094471,73.8771937,23.5,8.4,280.0,3.0,Junnar,Maharashtra,India,October - February,"['rocky', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
374,Hatkeshwar - Lenyadri Trail,Hard,4.7,3,15.6,"camping, hiking, backpacking, cave, forest, views, wildflowers, wildlife, historic site, scramble",238.80727808062974,19.2094471,73.8771937,23.5,8.4,280.0,3.0,Junnar,Maharashtra,India,October - February,"['wildlife', 'scramble', 'forest', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'cave', 'views']"
375,Darwa Pass via Dodital,Hard,5.0,3,34.0,"camping, bird watching, hiking, backpacking, forest, lake, river, views, waterfall, wildflowers, wildlife, historic site, scramble, rocky, snow",238.80727808062974,30.9635733,78.6362521,8.6,2.0,225.0,3.0,Uttarkashi,Uttarakhand,India,"March - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
376,Darya Ghat Loop,Hard,5.0,3,6.6,"hiking, walking, forest, river, views, wildflowers, wildlife, rocky, muddy",238.80727808062974,19.2094471,73.8771937,23.5,8.4,280.0,3.0,Junnar,Maharashtra,India,October - February,"['rocky', 'forest', 'muddy', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river']"
377,Sudhagad Trail,Hard,5.0,2,6.1,"camping, bird watching, hiking, backpacking, forest, lake, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,18.5403863,73.3206308,24.8,5.9,169.0,3.0,Sudhagad,Maharashtra,India,October - February,"['bird watching', 'rocky', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'wildlife', 'views']"
378,Paradise Beach - Half Moon Beach Loop,Moderate,5.0,1,6.1,"bird watching, hiking, walking, beach, forest, views, wildflowers, wildlife",238.80727808062974,14.5439629,74.3184418,27.4,14.6,261.0,80.0,Gokarna,Karnataka,India,October - February,"['bird watching', 'beach', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
379,Dhamod Ride,Easy,4.2,4,8.9,"hiking, mountain biking, running, walking, partially paved, views",238.80727808062974,21.1338291,73.1053896,26.7,9.0,209.0,3.0,Bardoli,Gujarat,India,All Year,"['running', 'partially paved', 'walking', 'hiking', 'views', 'mountain biking']"
380,Ellora Caves,Moderate,4.0,2,6.4,"walking, kid friendly, cave, river, views, waterfall, historic site",238.80727808062974,20.0901583,75.2158384,24.8,11.2,268.0,3.0,Khuldabad,Maharashtra,India,October - February,"['kid friendly', 'walking', 'historic site', 'cave', 'views', 'river', 'waterfall']"
381,Gommateshwara Statue Hike,Moderate,5.0,3,1.1,"bird watching, hiking, walking, kid friendly, wildflowers, historic site, no shade",238.80727808062974,12.858127,76.4870114,23.2,19.0,260.0,3.0,Shravanabelagola,Karnataka,India,October - February,"['bird watching', 'no shade', 'kid friendly', 'walking', 'hiking', 'wildflowers', 'historic site']"
382,Duke's Nose Trail,Moderate,5.0,1,9.7,"camping, bird watching, hiking, rock climbing, backpacking, forest, lake, views, wildflowers, wildlife, scramble, rocky",238.80727808062974,18.7618607,73.4038888,25.2,5.4,184.0,80.0,Lonavla,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'forest', 'lake', 'hiking', 'wildflowers', 'camping', 'rock climbing', 'backpacking', 'wildlife', 'views']"
383,Avalanche Reservoir Trail,Moderate,4.4,2,9.2,"camping, bird watching, fishing, hiking, mountain biking, off-road driving, road biking, backpacking, paved, forest, lake, views, waterfall, wildflowers, wildlife, rocky",238.80727808062974,11.2782862,76.6111983,24.4,7.2,232.56410256410257,3.0,Kundah,Tamil Nadu,India,November - February,"['bird watching', 'rocky', 'paved', 'forest', 'off-road driving', 'hiking', 'road biking', 'lake', 'camping', 'wildflowers', 'backpacking', 'wildlife', 'views', 'mountain biking', 'fishing', 'waterfall']"
384,Ramsej Fort,Moderate,5.0,5,3.2,"hiking, walking, views, wildlife, historic site, rocky, no shade",238.80727808062974,20.0305786,74.1476409,25.5,13.2,259.0,2.0,Dindori,Maharashtra,India,October - February,"['no shade', 'rocky', 'walking', 'hiking', 'historic site', 'wildlife', 'views']"
385,Narasimhaparvatha (Kigga),Hard,5.0,2,8.4,"hiking, walking, forest, views, wildflowers, wildlife",238.80727808062974,14.7221214,75.0621168,23.9,10.9,253.0,3.0,Shringeri,Karnataka,India,October - February,"['forest', 'walking', 'wildflowers', 'hiking', 'wildlife', 'views']"
386,Kailasgad Fort Trail,Moderate,4.3,2,4.3,"hiking, forest, lake, views, wildflowers, historic site, rocky",238.80727808062974,18.5134117,73.5668846,24.4,7.2,232.56410256410257,3.0,Mulshi,Maharashtra,India,October - February,"['rocky', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'views']"
387,Kavlya Gad,Moderate,5.0,3,2.7,"hiking, walking, views, wildflowers, wildlife, historic site, rocky, no shade",238.80727808062974,18.2127606,73.8163663,23.8,9.1,263.0,3.0,Bhor,Maharashtra,India,October - February,"['no shade', 'rocky', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
388,CP Inner Circle - Outer Circle Loop,Easy,4.9,9,2.7,"walking, paved, views, city walk, pub walk",238.80727808062974,28.6430858,77.2192671,27.9,4.1,165.0,80.0,New Delhi,Delhi,India,All Year,"['paved', 'pub walk', 'walking', 'city walk', 'views']"
389,Chinnappanahalli Lake Trail,Moderate,4.6,2,1.3,"bird watching, hiking, running, walking, lake, views",238.80727808062974,12.9881567,77.6226,24.4,7.2,232.56410256410257,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'running', 'walking', 'lake', 'hiking', 'views']"
390,Thatharana Trek,Hard,5.0,1,9.3,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, rocky",238.80727808062974,32.2052511,76.3250598,24.4,7.2,232.56410256410257,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
391,Joggers Park,Easy,4.0,1,0.5,"bird watching, hiking, running, walking, kid friendly, partially paved, beach, views, city walk",238.80727808062974,19.054999,72.8692035,24.4,7.2,232.56410256410257,3.0,Mumbai,Maharashtra,India,October - February,"['bird watching', 'kid friendly', 'beach', 'running', 'partially paved', 'walking', 'hiking', 'city walk', 'views']"
392,Arulmigu Sri Sendraya Perumal,Moderate,3.3,28,1.6,"bird watching, hiking, walking, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,11.6469616,78.2106958,25.5,9.8,253.0,2.0,Salem,Tamil Nadu,India,November - February,"['bird watching', 'rocky', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
393,Mudiganahalli Trail,Moderate,4.5,3,4.5,"bird watching, hiking, walking, views, wildflowers, wildlife, scramble",238.80727808062974,13.0993764,77.388729,22.2,18.9,257.0,3.0,Chikkaballapur,Karnataka,India,October - February,"['bird watching', 'scramble', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
394,Ganshibal - Tulian Lake Trek,Hard,5.0,2,17.5,"camping, bird watching, hiking, snowshoeing, backpacking, forest, lake, river, views, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,34.0144858,75.3285164,20.7,5.6,243.0,3.0,Pahalgam,Jammu and Kashmir,India,May - October,"['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'snowshoeing', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river']"
395,Devarabisanahalli Lake,Easy,4.6,3,1.0,"bird watching, fishing, hiking, running, walking, dog friendly, kid friendly, partially paved, lake, views, wildflowers, wildlife, city walk, muddy",238.80727808062974,12.9881567,77.6226,22.6,15.1,258.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'kid friendly', 'running', 'muddy', 'partially paved', 'walking', 'dog friendly', 'hiking', 'lake', 'wildflowers', 'city walk', 'wildlife', 'views', 'fishing']"
396,Tolivia Beach - Sea Caves Hike,Moderate,5.0,2,3.7,"bird watching, hiking, walking, beach, cave, forest, views, scramble",238.80727808062974,15.0069072,74.0570639,27.2,11.9,270.0,95.0,Canacona,Goa,India,November - February,"['bird watching', 'scramble', 'beach', 'forest', 'walking', 'hiking', 'cave', 'views']"
