Trail_name,Difficulty,Average_rating,number_of_reviews,Length,description,Tags,Est_time,latitude,longitude,current_temperature,current_windspeed,current_winddirection,current_weather_code,Length (in km),City,State,Country,Best_Season,tags_list
Gallu Waterfall,Moderate,4.5,16,Length: 4.2 km,"Gallu Waterfall is one of the lesser-known destinations in the vicinity of Dharamshala, which is believed to be the starting point for some of the most tranquilizing treks of this region. Dharamshala, as a city itself, is very beautiful, lying right on the foothills of the Himalayas with environments and surroundings that are a perfect mix of natural and urban, it is like a dreamland providing one with the best of both worlds. 
Moving away from the city and focusing more on the trek itself,...","Bird watching, Hiking, Walking, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Historic site, Scramble",103.7504907,32.2143039,76.3196717,24.8,1.8,90.0,3.0,4.2,Dharamsala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'hiking', 'walking', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'historic site', 'scramble']"
Dal Lake - Dharamkot Loop,Hard,4.1,14,Length: 16.4 kmEst. 7h 49m,"This is a stunning trail in the Kangra district with some parts of the forest and a beautiful lake en route. Lake on this trail is named after the famous Dal Lake in Kashmir. Beautiful deodar trees surround this gorgeous piece of water. 
This trek goes through a lush green forest area with diverse flora and fauna as well as avifauna. The whole trek is full of picturesque locations which will just put you in awe. View of the marvelous snow-clad Himalayas grace this location with a spectacular...","Bird watching, Hiking, Walking, Forest, Lake, River, Views, Waterfall, Wildflowers, Wildlife",469.0,32.2052511,76.3250598,25.5,1.8,90.0,3.0,16.4,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'hiking', 'walking', 'forest', 'lake', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife']"
Beas Kund Trail,Hard,4.9,11,Length: 15.0 km,"Beas Kund is a high-altitude glacial lake nestled deep within the majestic Pir Panjal. Splendid environments of snow-covered Himalayan peaks, glaciers, rivers, and forest area makes up the surroundings of this location. Along with the fantastic visuals, this region is also known to be home to various species of animals, birds, and plants.
 
As this is a high-altitude trail that too in a pretty remote location, it is highly recommended to travel in groups and practice caution while proceeding...","Camping, Bird watching, Hiking, Backpacking, Partially paved, Forest, Lake, River, Views, Waterfall, Wildflowers, Wildlife, Scramble, Rocky",313.3993825,32.2454608,77.1872926,18.1,2.7,247.0,61.0,15.0,Manali,Himachal Pradesh,India,"April - June, September - November","['camping', 'bird watching', 'hiking', 'backpacking', 'partially paved', 'forest', 'lake', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'scramble', 'rocky']"
George Everest Peak,Moderate,4.8,10,Length: 4.3 km,"This is a beautiful trek in the Garhwal Himalayas nearby Mussorie which provides stunning views of the Himalayas that just leaves one awestruck. This trail takes one to the top of the hill above George Everest's house providing 360-degree views of the surroundings of the green hills and the snow-covered upper Himalayan peaks in the backdrop. 
Trek to the George Everest house is pretty simple and works as the halfway mark on the trek to George Everest Peak. Till this point, the trail is paved...","Bird watching, Hiking, Walking, Views, Scramble, Rocky, No shade",105.6916841,30.4569012,78.0782906,21.4,4.6,219.0,3.0,4.3,Mussoorie,Uttarakhand,India,"March - June, September - November","['bird watching', 'hiking', 'walking', 'views', 'scramble', 'rocky', 'no shade']"
Lohagad Fort,Moderate,4.6,9,Length: 4.0 kmEst. 1h 38m,"Lohagad is one of the many forts of Maharashtra located nearby Lonavala. This fort has a plethora of history associated with it as it has been under many different dynasties through the ages then, be it the Mughals, Marathas, or Yadavas. Each of the dynasties that captured this fort left a mark on it and hence has many unique structural reminders of the different eras. 
There are these cave systems just nearby the caves where many ancient scripts have been found almost, dating back to the...","Bird watching, Hiking, Walking, Kid friendly, Partially paved, Forest, Views, Wildflowers, Wildlife, Historic site",98.0,18.7669374,73.5524324,24.5,7.0,258.0,3.0,4.0,Kamshet,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'kid friendly', 'partially paved', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site']"
Om Beach - Half Moon Beach,Moderate,3.8,11,Length: 7.9 kmEst. 2h 0m,"This is a walk along the beautiful beaches of Gokarna. It goes through Om Beach and then to Half Moon Beach which provides some of the most spectacular views of the sea and the stunning nature next to the beaches of Gokarna. Some of the most splendid sunrises and sunsets can be experienced over here. This place has a soothing and optimistic environment and most of the people who visit this location come here to relax and destress. So, come to this location to feel those cool sea breezes and...","Bird watching, Hiking, Running, Walking, Beach, Views, Pub walk",120.0,14.5439629,74.3184418,26.4,14.7,253.0,95.0,7.9,Gokarna,Karnataka,India,October - February,"['bird watching', 'hiking', 'running', 'walking', 'beach', 'views', 'pub walk']"
Thiruvannamalai Giri Valam Loop,Moderate,4.7,14,Length: 13.5 kmEst. 3h 0m,"This is a loop rather than a Parikrama around Thiruvannamalai Giri Valam. This trail follows the path around the hill and can be completed on foot or a cycle or on a variety of different transportation options. The side away from the hill is a concrete jungle, whereas it is a completely different story. On the other side, it has a lush green forest region, providing some amazing views and landscapes. 
The trailhead for this particular trail lies by Arunachaleswarar Temple which can be...","Hiking, Road biking, Walking, Paved, Views",180.0,21.411112893333335,76.51482200254901,24.44862745098039,8.804313725490198,237.07450980392156,27.186274509803923,13.5,Tiruvannaamalai,Tamil Nadu,India,November - February,"['hiking', 'road biking', 'walking', 'paved', 'views']"
Karol Tibba Trek,Hard,4.3,16,Length: 9.2 km,"Karol Tibba Trek is located in the Solan District of Himachal Pradesh. This trek takes one through fir groves, sprawling grasslands, dense forests, small ponds, a mysterious cave, and various panoramic views. This trek also takes one through the famous Pandava cave, believed to be the oldest and longest cave in the Himalayas and has been mentioned in the Mahabharata.
Trailhead for this particular trail lies by the Kalka Shimla Road at Chambhaghat which can be reached using a bus, taxi, cab,...","Bird watching, Hiking, Cave, Forest, Views, Wildflowers, Wildlife, Scramble, Rocky",200.8101628,30.9077569,77.1023645,23.1,1.8,191.0,80.0,9.2,Solan,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'hiking', 'cave', 'forest', 'views', 'wildflowers', 'wildlife', 'scramble', 'rocky']"
Khandoba Temple Trail,Moderate,5.0,45,Length: 5.0 kmEst. 1h 49m,"This is one of the temples dedicated to the god Khandoba. He is one of the clan deities and is prayed to by Maharashtra's many clans and farmers. This temple is pretty old and dates back to almost the 12-13th century and was built by the Peshawa ruler. 
According to one of the many legends, Lord Bhrama, after getting pleased by the austerity of two demons, Mani and Malla were blessed with power. After receiving the boon, these demons wreaked havoc all around, which made Lord Shiva super...","Bird watching, Hiking, Walking, Forest, Views, Wildflowers, Wildlife, Historic site",109.0,18.5213738,73.8545071,26.9,11.9,275.0,3.0,5.0,Pune,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site']"
Solang Valley - Jogni Waterfall Loop,Hard,4.3,10,Length: 15.0 kmEst. 5h 27m,"With a very pretty picturesque setting for a waterfall in the heart of the hills, this is a must-visit place in Manali. This waterfall is created by the stream which later on merges with Beas. It has a small pool at the bottom where tourists like to get in. Although it is suggested not to get in the pool in monsoon times as the flow of water is exponentially quick and one might get hurt because of that. 
This trail is a walk through small villages and beautiful valleys, with a setting that...","Hiking, Partially paved, Cave, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Historic site, City walk, Rocky",327.0,32.2454608,77.1872926,18.1,2.7,247.0,61.0,15.0,Manali,Himachal Pradesh,India,"April - June, September - November","['hiking', 'partially paved', 'cave', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'historic site', 'city walk', 'rocky']"
Chembra Peak,Hard,4.5,11,Length: 16.1 kmEst. 6h 50m,"Chembra Peak is the tallest in the Waynad region. It provides some of the most stunning views, with verdant surroundings and a multifarious of indigenous species. It is one of the most visited locations among tourists and adventure seekers.  
This peak is visible from all the parts of Waynad. There isn't a provision for camping at this location due to the abundance of wild animals in this region. It is a lovely trek in the peaceful environments of the Waynad district. There is a small fee...","Bird watching, Hiking, Walking, Forest, Lake, River, Views, Wildflowers, Wildlife, Fee, Muddy",410.0,11.5560885,76.038922,21.0,5.5,247.0,61.0,16.1,Vythiri,Kerala,India,September - March,"['bird watching', 'hiking', 'walking', 'forest', 'lake', 'river', 'views', 'wildflowers', 'wildlife', 'fee', 'muddy']"
Vetal Tekdi Trail,Moderate,4.4,11,Length: 4.2 kmEst. 1h 20m,"Vetal Tekdi is in the Kothrud area of Pune, on the western side of the city limits. It is the highest point within Pune city limits, visible from many parts of the city. It is among the well-known attractions in the city, which fitness enthusiasts often frequent for a refreshing run. It is also home to a variety of plants and bird species. The place has a temple of Vetala on the top of the hill from which it derives its name. People come here daily for running, jogging, hiking, and...","Bird watching, Hiking, Mountain biking, Running, Walking, Partially paved, Forest, Views, Wildflowers, Rocky",80.0,18.5213738,73.8545071,26.9,11.9,275.0,3.0,4.2,Pune,Maharashtra,India,October - February,"['bird watching', 'hiking', 'mountain biking', 'running', 'walking', 'partially paved', 'forest', 'views', 'wildflowers', 'rocky']"
Taj Mahal,Easy,4.4,7,Length: 4.5 kmEst. 1h 3m,"Mahal is one of the world's seven wonders and is designated as a UNESCO World Heritage site. A fee is charged on entry, which differs for nationals and foreigners.
Enjoy the craftsmanship of the Mughals and the beautiful gardens. It is a statement of love built by Emperor Shah Jahan in memory of his wife, Mumtaz Mahal. 
Taj Mahal has a lot of history associated with it and has and will always be one of the integral part of paving modern India. This particular trail begins Taj VIP Parking,...","Walking, Kid friendly, Stroller friendly, Wheelchair friendly, Paved, Views, Wildflowers, Historic site, Fee, No shade",63.0,27.1752554,78.0098161,32.2,2.4,243.0,2.0,4.5,Agra,Uttar Pradesh,India,All Year,"['walking', 'kid friendly', 'stroller friendly', 'wheelchair friendly', 'paved', 'views', 'wildflowers', 'historic site', 'fee', 'no shade']"
Tulian Lake Trek,Hard,4.4,7,Length: 20.0 km,"Tulian Lake is one of the many high-altitude glacial lakes nearby Pahalgam. Like the other glacial lakes to reach it one has to go on an arduous journey but this journey comes along with some of the most magical views. Verdant green environments make up the surroundings of this location specifically in the initial stages of the trek. Thick canopies of tree cover the starting parts of the trail that changes over to huge meadows, which quickly changes over to rocky and snowy unforgiving...","Camping, Bird watching, Hiking, Snowshoeing, Walking, Backpacking, Forest, Lake, River, Views, Wildflowers, Wildlife, Scramble, Rocky, Snow",410.4590547,34.0144858,75.3285164,22.9,3.1,225.0,95.0,20.0,Pahalgam,Jammu and Kashmir,India,May - October,"['camping', 'bird watching', 'hiking', 'snowshoeing', 'walking', 'backpacking', 'forest', 'lake', 'river', 'views', 'wildflowers', 'wildlife', 'scramble', 'rocky', 'snow']"
Rasol (Rashol) Pass,Hard,4.5,10,Length: 22.5 km,"This is a beautiful trail in the Parvati Valley region. It starts from Kasol and takes you all the way to Malana via Rasol Pass. It has lush green environments with gorgeous backdrops of the snow-covered upper Himalayas. From November to February, one can find snow in this region, and hence extra precaution and good boots are required for this trek. 
This valley is highly biodiverse. It has lush green surroundings and is home to many birds and animals. Many wildflowers are also found here,...","Camping, Bird watching, Hiking, Snowshoeing, Walking, Backpacking, Forest, River, Views, Wildflowers, Wildlife, Scramble, Rocky, Snow, Muddy",458.9888907,21.411112893333335,76.51482200254901,24.44862745098039,8.804313725490198,237.07450980392156,27.186274509803923,22.5,Manikarn,Himachal Pradesh,India,"April - June, September - November","['camping', 'bird watching', 'hiking', 'snowshoeing', 'walking', 'backpacking', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'scramble', 'rocky', 'snow', 'muddy']"
